num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorol?ico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S003193;02/02/2023;23:00:00;CALL. A?ASTRO / ARTURO SORIA;1;15;CIUDAD LINEAL;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 a?s;Hombre;NULL;NULL;"443519,436";"4479817,534";N;NULL
2023S003194;02/02/2023;23:25:00;AVDA. MEDITERRANEO 54-SALIDA TUNEL HACIA A-3;54;3;RETIRO;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"443353,697";"4473091,571";N;NULL
2023S003194;02/02/2023;23:25:00;AVDA. MEDITERRANEO 54-SALIDA TUNEL HACIA A-3;54;3;RETIRO;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peat?;De 35 a 39 a?s;Mujer;2;Ingreso inferior o igual a 24 horas;"443353,697";"4473091,571";N;NULL
2023S003197;02/02/2023;22:40:00;"CALL. LOPEZ DE HOYOS, 206";206;5;CHAMART?N;Choque contra obst?ulo fijo;NULL;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;"443521,759";"4477855,503";N;NULL
2023S003197;02/02/2023;22:40:00;"CALL. LOPEZ DE HOYOS, 206";206;5;CHAMART?N;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"443521,759";"4477855,503";N;NULL
2023S003197;02/02/2023;22:40:00;"CALL. LOPEZ DE HOYOS, 206";206;5;CHAMART?N;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"443521,759";"4477855,503";N;NULL
2023S003201;03/02/2023;0:07:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;240;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"445109,482";"4471277,478";N;NULL
2023S003201;03/02/2023;0:07:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;240;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"445109,482";"4471277,478";N;NULL
2023S003201;03/02/2023;0:07:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;240;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 15 a 17 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"445109,482";"4471277,478";N;NULL
2023S003201;03/02/2023;0:07:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;240;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 15 a 17 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"445109,482";"4471277,478";N;NULL
2023S003201;03/02/2023;0:07:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;240;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"445109,482";"4471277,478";N;NULL
2023S003201;03/02/2023;0:07:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;240;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"445109,482";"4471277,478";N;NULL
2023S003201;03/02/2023;0:07:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;240;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 a?s;Hombre;14;Sin asistencia sanitaria;"445109,482";"4471277,478";N;NULL
2023S003202;03/02/2023;2:20:00;"CALL. SIERRA GADOR, 16";16;18;VILLA DE VALLECAS;Choque contra obst?ulo fijo;NULL;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;"446807,556";"4470260,378";N;NULL
2023S003202;03/02/2023;2:20:00;"CALL. SIERRA GADOR, 16";16;18;VILLA DE VALLECAS;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"446807,556";"4470260,378";N;NULL
2023S003202;03/02/2023;2:20:00;"CALL. SIERRA GADOR, 16";16;18;VILLA DE VALLECAS;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"446807,556";"4470260,378";N;NULL
2023S003202;03/02/2023;2:20:00;"CALL. SIERRA GADOR, 16";16;18;VILLA DE VALLECAS;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"446807,556";"4470260,378";N;NULL
2023S003202;03/02/2023;2:20:00;"CALL. SIERRA GADOR, 16";16;18;VILLA DE VALLECAS;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"446807,556";"4470260,378";N;NULL
2023S003204;03/02/2023;4:30:00;"TRVA. COSTA BRAVA, 8";8;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 35 a 39 a?s;Hombre;NULL;NULL;"440693,102";"4482979,495";N;NULL
2023S003204;03/02/2023;4:30:00;"TRVA. COSTA BRAVA, 8";8;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;NULL;NULL;"440693,102";"4482979,495";S;NULL
2023S003210;03/02/2023;6:54:00;CTRA. CARABANCHEL A VILLAVERDE / RAFAELA;82;17;VILLAVERDE;Colisi? lateral;Despejado;Tractocami?;Conductor;De 50 a 54 a?s;Hombre;NULL;NULL;"439559,387";"4467297,509";N;NULL
2023S003210;03/02/2023;6:54:00;CTRA. CARABANCHEL A VILLAVERDE / RAFAELA;82;17;VILLAVERDE;Colisi? lateral;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;NULL;NULL;"439559,387";"4467297,509";N;NULL
2023S003211;03/02/2023;8:17:00;CALL. VILLARTA / RONDA S;1;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"442589,735";"4469955,942";N;NULL
2023S003211;03/02/2023;8:17:00;CALL. VILLARTA / RONDA S;1;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;NULL;NULL;"442589,735";"4469955,942";N;NULL
2023S003212;03/02/2023;7:55:00;"PLAZA. LEGAZPI, 1";1;2;ARGANZUELA;Colisi? lateral;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;NULL;NULL;"441037,503";"4471409,714";N;NULL
2023S003212;03/02/2023;7:55:00;"PLAZA. LEGAZPI, 1";1;2;ARGANZUELA;Colisi? lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"441037,503";"4471409,714";N;NULL
2023S003213;03/02/2023;7:45:00;GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO;5;9;MONCLOA-ARAVACA;Colisi? fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 a?s;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;"440165,576";"4475681,555";N;NULL
2023S003213;03/02/2023;7:45:00;GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO;5;9;MONCLOA-ARAVACA;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"440165,576";"4475681,555";N;NULL
2023S003215;03/02/2023;9:10:00;"CALL. HACIENDA DE PAVONES, 124";124;14;MORATALAZ;Alcance;Despejado;Turismo;Conductor;De 45 a 49 a?s;Mujer;NULL;NULL;"445348,379";"4472723,384";N;NULL
2023S003215;03/02/2023;9:10:00;"CALL. HACIENDA DE PAVONES, 124";124;14;MORATALAZ;Alcance;Despejado;Turismo;Conductor;De 50 a 54 a?s;Hombre;NULL;NULL;"445348,379";"4472723,384";N;NULL
2023S003216;03/02/2023;7:35:00;"AVDA. CIUDAD DE BARCELONA, 105";105;3;RETIRO;Colisi? fronto-lateral;Despejado;Furgoneta;Conductor;De 40 a 44 a?s;Mujer;NULL;NULL;"443020,032";"4472312,212";N;NULL
2023S003216;03/02/2023;7:35:00;"AVDA. CIUDAD DE BARCELONA, 105";105;3;RETIRO;Colisi? fronto-lateral;Despejado;Furgoneta;Pasajero;De 45 a 49 a?s;Hombre;NULL;NULL;"443020,032";"4472312,212";N;NULL
2023S003216;03/02/2023;7:35:00;"AVDA. CIUDAD DE BARCELONA, 105";105;3;RETIRO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;NULL;NULL;"443020,032";"4472312,212";N;NULL
2023S003216;03/02/2023;7:35:00;"AVDA. CIUDAD DE BARCELONA, 105";105;3;RETIRO;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 15 a 17 a?s;Mujer;NULL;NULL;"443020,032";"4472312,212";N;NULL
2023S003218;03/02/2023;10:00:00;"AVDA. VALLADOLID, 81";81;9;MONCLOA-ARAVACA;Colisi? lateral;Despejado;Furgoneta;Conductor;De 35 a 39 a?s;Hombre;NULL;NULL;"437802,033";"4476058,789";N;NULL
2023S003218;03/02/2023;10:00:00;"AVDA. VALLADOLID, 81";81;9;MONCLOA-ARAVACA;Colisi? lateral;Despejado;Turismo;Conductor;De 50 a 54 a?s;Hombre;NULL;NULL;"437802,033";"4476058,789";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Autob?;Conductor;De 55 a 59 a?s;Hombre;14;Sin asistencia sanitaria;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Cami? r?ido;Conductor;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"439464,395";"4468692,563";N;1
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Cami? r?ido;Conductor;Desconocido;Desconocido;NULL;NULL;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Furgoneta;Conductor;De 55 a 59 a?s;Hombre;14;Sin asistencia sanitaria;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 45 a 49 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 55 a 59 a?s;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"439464,395";"4468692,563";N;NULL
2023S003219;03/02/2023;8:50:00;CALL. ORDICIA / CALL. GAINZA;33;12;USERA;Colisi? m?tiple;Despejado;Turismo;Conductor;Desconocido;Mujer;NULL;NULL;"439464,395";"4468692,563";N;NULL
2023S003220;02/02/2023;14:13:00;CALL. O'DONNELL / CALL. DOCTOR ESQUERDO;33;4;SALAMANCA;Colisi? frontal;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;NULL;NULL;"443214,005";"4474719,799";N;NULL
2023S003220;02/02/2023;14:13:00;CALL. O'DONNELL / CALL. DOCTOR ESQUERDO;33;4;SALAMANCA;Colisi? frontal;Despejado;Turismo;Conductor;De 55 a 59 a?s;Hombre;14;Sin asistencia sanitaria;"443214,005";"4474719,799";N;NULL
2023S003220;02/02/2023;14:13:00;CALL. O'DONNELL / CALL. DOCTOR ESQUERDO;33;4;SALAMANCA;Colisi? frontal;Despejado;Turismo;Pasajero;De 30 a 34 a?s;Mujer;14;Sin asistencia sanitaria;"443214,005";"4474719,799";N;NULL
2023S003221;03/02/2023;10:15:00;CALL. VALLE DE TOBALINA / CALL. MONTEJO;48;17;VILLAVERDE;Colisi? frontal;Despejado;Turismo;Conductor;De 25 a 29 a?s;Hombre;NULL;NULL;"439251,297";"4465282,136";N;NULL
2023S003221;03/02/2023;10:15:00;CALL. VALLE DE TOBALINA / CALL. MONTEJO;48;17;VILLAVERDE;Colisi? frontal;Despejado;Turismo;Conductor;De 65 a 69 a?s;Hombre;NULL;NULL;"439251,297";"4465282,136";N;NULL
2023S003222;03/02/2023;8:00:00;PASEO. DELICIAS / FERROCARR;48;2;ARGANZUELA;Ca?a;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"441108,934";"4472497,797";N;NULL
2023S003223;03/02/2023;10:08:00;"CALL. NUESTRA SE?ORA DEL CARMEN, 45";45;6;TETU?N;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;De 70 a 74 a?s;Hombre;14;Sin asistencia sanitaria;"440276,127";"4479200,332";N;NULL
2023S003223;03/02/2023;10:08:00;"CALL. NUESTRA SE?ORA DEL CARMEN, 45";45;6;TETU?N;Choque contra obst?ulo fijo;Despejado;Turismo;Pasajero;De 45 a 49 a?s;Mujer;1;Atenci? en urgencias sin posterior ingreso;"440276,127";"4479200,332";N;NULL
2023S003224;03/02/2023;11:30:00;CALL. PRINCIPE DE VERGARA / CALL. PEDRO DE VALDIVIA;103;5;CHAMART?N;Atropello a persona;NULL;Turismo;Conductor;De 50 a 54 a?s;Hombre;NULL;NULL;"442405,865";"4476634,271";N;NULL
2023S003224;03/02/2023;11:30:00;CALL. PRINCIPE DE VERGARA / CALL. PEDRO DE VALDIVIA;103;5;CHAMART?N;Atropello a persona;NULL;Turismo;Peat?;Desconocido;Desconocido;NULL;NULL;"442405,865";"4476634,271";N;NULL
2023S003225;03/02/2023;8:15:00;"CMNO. VALDERRIBAS, 113";113;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 40 a 44 a?s;Mujer;NULL;NULL;"444239,418";"4471771,265";N;NULL
2023S003225;03/02/2023;8:15:00;"CMNO. VALDERRIBAS, 113";113;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"444239,418";"4471771,265";N;NULL
2023S003226;03/02/2023;10:45:00;PLAZA. BEATA MARIA ANA DE JESUS / EMBA;14;2;ARGANZUELA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"441008,797";"4471764,796";N;NULL
2023S003226;03/02/2023;10:45:00;PLAZA. BEATA MARIA ANA DE JESUS / EMBA;14;2;ARGANZUELA;Alcance;Despejado;Motocicleta hasta 125cc;Pasajero;De 21 a 24 a?s;Hombre;14;Sin asistencia sanitaria;"441008,797";"4471764,796";N;NULL
2023S003226;03/02/2023;10:45:00;PLAZA. BEATA MARIA ANA DE JESUS / EMBA;14;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 a?s;Hombre;14;Sin asistencia sanitaria;"441008,797";"4471764,796";N;NULL
2023S003227;03/02/2023;10:45:00;CALL. BENJAMIN PALENCIA / MALGRAT DE MAR;29;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Autob?;Conductor;De 50 a 54 a?s;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;"445279,334";"4471736,631";N;NULL
2023S003227;03/02/2023;10:45:00;CALL. BENJAMIN PALENCIA / MALGRAT DE MAR;29;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Autob?;Pasajero;De 45 a 49 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"445279,334";"4471736,631";N;NULL
2023S003227;03/02/2023;10:45:00;CALL. BENJAMIN PALENCIA / MALGRAT DE MAR;29;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;"445279,334";"4471736,631";N;NULL
2023S003227;03/02/2023;10:45:00;CALL. BENJAMIN PALENCIA / MALGRAT DE MAR;29;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"445279,334";"4471736,631";N;NULL
2023S003227;03/02/2023;10:45:00;CALL. BENJAMIN PALENCIA / MALGRAT DE MAR;29;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"445279,334";"4471736,631";N;NULL
2023S003227;03/02/2023;10:45:00;CALL. BENJAMIN PALENCIA / MALGRAT DE MAR;29;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"445279,334";"4471736,631";N;NULL
2023S003227;03/02/2023;10:45:00;CALL. BENJAMIN PALENCIA / MALGRAT DE MAR;29;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"445279,334";"4471736,631";N;NULL
2023S003227;03/02/2023;10:45:00;CALL. BENJAMIN PALENCIA / MALGRAT DE MAR;29;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"445279,334";"4471736,631";N;NULL
2023S003229;03/02/2023;12:45:00;AVDA. LA GAVIA / AVDA. CERRO MILANO;70;18;VILLA DE VALLECAS;Colisi? lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"447695,109";"4468723,642";N;NULL
2023S003229;03/02/2023;12:45:00;AVDA. LA GAVIA / AVDA. CERRO MILANO;70;18;VILLA DE VALLECAS;Colisi? lateral;Despejado;VMU el?trico;Conductor;De 25 a 29 a?s;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;"447695,109";"4468723,642";N;NULL
2023S003230;03/02/2023;12:45:00;"AUTOV. M-30, 12RH12";12RH12;2;ARGANZUELA;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;De 60 a 64 a?s;Hombre;NULL;NULL;"441621,102";"4470197,375";N;NULL
2023S003231;03/02/2023;12:30:00;"CALL. LUIS CABRERA, 63";63;5;CHAMART?N;Otro;Despejado;Turismo;Conductor;De 40 a 44 a?s;Mujer;2;Ingreso inferior o igual a 24 horas;"442973,542";"4477297,947";N;NULL
2023S003234;03/02/2023;12:50:00;"CALL. EDUARDO BARREIROS, 110";110;17;VILLAVERDE;Colisi? fronto-lateral;Despejado;Remolque;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"440314,029";"4467747,304";N;NULL
2023S003234;03/02/2023;12:50:00;"CALL. EDUARDO BARREIROS, 110";110;17;VILLAVERDE;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"440314,029";"4467747,304";N;NULL
2023S003236;03/02/2023;13:40:00;GTA. PRESIDENTE GARCIA MORENO / REINA VIC;1;7;CHAMBER?;Colisi? lateral;Despejado;Motocicleta > 125cc;Conductor;De 70 a 74 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"439392,793";"4477483,36";N;NULL
2023S003236;03/02/2023;13:40:00;GTA. PRESIDENTE GARCIA MORENO / REINA VIC;1;7;CHAMBER?;Colisi? lateral;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"439392,793";"4477483,36";N;NULL
2023S003237;03/02/2023;13:27:00;"CALL. ALFONSO XII, 46";46;3;RETIRO;Colisi? lateral;Despejado;Autob?;Conductor;De 45 a 49 a?s;Hombre;14;Sin asistencia sanitaria;"441562,643";"4473777,727";N;NULL
2023S003237;03/02/2023;13:27:00;"CALL. ALFONSO XII, 46";46;3;RETIRO;Colisi? lateral;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;NULL;NULL;"441562,643";"4473777,727";N;NULL
2023S003238;03/02/2023;13:45:00;"AUTOV. M-30, 19NC70";19NC70;9;MONCLOA-ARAVACA;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"437768,534";"4475337,993";N;NULL
2023S003238;03/02/2023;13:45:00;"AUTOV. M-30, 19NC70";19NC70;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;De 65 a 69 a?s;Hombre;NULL;NULL;"437768,534";"4475337,993";N;NULL
2023S003239;03/02/2023;14:10:00;AVDA. POBLADOS / AVDA. ANDALUCIA;189;12;USERA;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 a?s;Mujer;NULL;NULL;"441041,232";"4469184,822";N;NULL
2023S003239;03/02/2023;14:10:00;AVDA. POBLADOS / AVDA. ANDALUCIA;189;12;USERA;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"441041,232";"4469184,822";N;NULL
2023S003239;03/02/2023;14:10:00;AVDA. POBLADOS / AVDA. ANDALUCIA;189;12;USERA;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 a?s;Hombre;NULL;NULL;"441041,232";"4469184,822";N;NULL
2023S003240;03/02/2023;13:00:00;GTA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;0;20;SAN BLAS-CANILLEJAS;Colisi? fronto-lateral;Despejado;Maquinaria de obras;Conductor;De 60 a 64 a?s;Hombre;NULL;NULL;"448036,785";"4476166,954";N;NULL
2023S003240;03/02/2023;13:00:00;GTA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;0;20;SAN BLAS-CANILLEJAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;M? de 74 a?s;Hombre;NULL;NULL;"448036,785";"4476166,954";N;NULL
2023S003240;03/02/2023;13:00:00;GTA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;0;20;SAN BLAS-CANILLEJAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 a?s;Mujer;NULL;NULL;"448036,785";"4476166,954";N;NULL
2023S003240;03/02/2023;13:00:00;GTA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;0;20;SAN BLAS-CANILLEJAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 a?s;Hombre;NULL;NULL;"448036,785";"4476166,954";N;NULL
2023S003241;03/02/2023;13:00:00;"CALL. CONDES DEL VAL, 13";13;5;CHAMART?N;Colisi? lateral;Despejado;Cami? r?ido;Conductor;De 50 a 54 a?s;Hombre;NULL;NULL;"442055,871";"4478634,769";N;NULL
2023S003241;03/02/2023;13:00:00;"CALL. CONDES DEL VAL, 13";13;5;CHAMART?N;Colisi? lateral;Despejado;Furgoneta;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"442055,871";"4478634,769";N;NULL
2023S003242;03/02/2023;13:10:00;CALL. CIUDADANIA / ANDA;2;17;VILLAVERDE;Alcance;Despejado;Autob?;Conductor;Desconocido;Hombre;NULL;NULL;"441147,781";"4467507,587";N;NULL
2023S003242;03/02/2023;13:10:00;CALL. CIUDADANIA / ANDA;2;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"441147,781";"4467507,587";N;NULL
2023S003242;03/02/2023;13:10:00;CALL. CIUDADANIA / ANDA;2;17;VILLAVERDE;Alcance;Despejado;Turismo;Pasajero;De 60 a 64 a?s;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;"441147,781";"4467507,587";N;NULL
2023S003243;03/02/2023;13:30:00;"AUTOV. M-30, 05NL89";05NL89;4;SALAMANCA;Colisi? lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"443932,596";"4475933,538";N;NULL
2023S003243;03/02/2023;13:30:00;"AUTOV. M-30, 05NL89";05NL89;4;SALAMANCA;Colisi? lateral;Despejado;Turismo;Conductor;De 65 a 69 a?s;Hombre;NULL;NULL;"443932,596";"4475933,538";N;NULL
2023S003244;03/02/2023;14:45:00;"CALL. ALCALDE SAINZ DE BARANDA, 81";81;3;RETIRO;Colisi? lateral;Despejado;Cami? r?ido;Conductor;De 45 a 49 a?s;Hombre;14;Sin asistencia sanitaria;"443286,293";"4474245,678";N;NULL
2023S003244;03/02/2023;14:45:00;"CALL. ALCALDE SAINZ DE BARANDA, 81";81;3;RETIRO;Colisi? lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Mujer;2;Ingreso inferior o igual a 24 horas;"443286,293";"4474245,678";N;NULL
2023S003245;03/02/2023;14:30:00;AVDA. CARABANCHEL ALTO / CASTELLA;35;11;CARABANCHEL;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;De 18 a 20 a?s;Hombre;14;Sin asistencia sanitaria;"436015,158";"4468322,885";N;NULL
2023S003245;03/02/2023;14:30:00;AVDA. CARABANCHEL ALTO / CASTELLA;35;11;CARABANCHEL;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;14;Sin asistencia sanitaria;"436015,158";"4468322,885";N;NULL
2023S003246;03/02/2023;14:40:00;"CALL. SANCHIDRIAN, 15A";15A;10;LATINA;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;De 45 a 49 a?s;Mujer;NULL;NULL;"434145,367";"4471926,428";N;NULL
2023S003246;03/02/2023;14:40:00;"CALL. SANCHIDRIAN, 15A";15A;10;LATINA;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;De 60 a 64 a?s;Mujer;NULL;NULL;"434145,367";"4471926,428";N;NULL
2023S003247;03/02/2023;15:30:00;"CALL. ADOLFO BIOY CASARES, 2";2;18;VILLA DE VALLECAS;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;De 35 a 39 a?s;Mujer;NULL;NULL;"449244,987";"4468988,425";N;NULL
2023S003247;03/02/2023;15:30:00;"CALL. ADOLFO BIOY CASARES, 2";2;18;VILLA DE VALLECAS;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"449244,987";"4468988,425";N;NULL
2023S003248;03/02/2023;15:50:00;AVDA. SAN LUIS / CALL. BURGO DE OSMA;55;16;HORTALEZA;Colisi? fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"443816,428";"4480383,135";N;NULL
